customer_code,customer_name,province_name,region,rfm_segment,recency_days,frequency,monetary,value_score,p_order_next_30d,churn_risk_score,purchase_trend_score,marketing_priority_score,risk_segment,recommended_action,model_name,snapshot_cutoff_date,run_timestamp
KH-00348,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,Thanh Hóa,Miền Trung,Champions,0,5,129348867.0,0.7468671679197995,0.95736104,0.042638958,72.65723712369598,57.99071528384865,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00351,CÔNG TY TNHH AN PHÁT,Bắc Ninh,Miền Bắc,Potential,10,3,66600633.0,0.5350877192982456,0.768364,0.23163599,81.64343442942169,31.844097240231644,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00349,HỘ KINH DOANH TRƯỜNG THỊNH,Hà Nội,Miền Bắc,Champions,1,10,527299499.0,0.9573934837092731,0.9688219,0.031178117,65.02273434304115,68.3799753970721,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00350,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,Loyal,12,4,240755876.0,0.8784461152882206,0.95622206,0.043777943,68.87218735189681,59.09841352906453,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00354,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,Thái Nguyên,Miền Bắc,Potential,10,3,132500809.0,0.7543859649122807,0.7059187,0.29408127,81.93510142238226,36.934686879339814,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00352,CỬA HÀNG XE ĐẠP LONG PHÚ,Quảng Ninh,Miền Bắc,Potential,19,2,128188123.0,0.7443609022556391,0.67786974,0.32213026,73.37500210480759,34.888287120189595,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00353,CỬA HÀNG XE ĐẠP THANH BÌNH,Hà Nội,Miền Bắc,Champions,4,7,173454595.0,0.8195488721804511,0.9741941,0.02580589,67.21824102369379,61.58420789487648,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,Champions,4,16,821972293.0,0.9799498746867168,0.9535533,0.04644668,77.21174710037766,71.42209993337745,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00355,DOANH NGHIỆP TW PHÚC AN,Thanh Hóa,Miền Trung,At Risk,54,3,67620537.0,0.5401002506265664,0.2369289,0.7630711,36.19652286275213,20.012538467459446,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00356,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Thanh Hóa,Miền Trung,Champions,0,4,365927793.0,0.9298245614035088,0.5092432,0.4907568,87.39705875859121,40.27738692437867,Monitor,"Monitor: theo dõi thêm, chưa cần hành động mạnh",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00357,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Thanh Hóa,Miền Trung,Loyal,13,4,152332645.0,0.7919799498746867,0.91353387,0.08646613,57.53551604244074,50.700546492860795,Monitor,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00358,CÔNG TY TNHH SƠN HÀ,Thanh Hóa,Miền Trung,Potential,6,3,67151465.0,0.5375939849624061,0.8271771,0.1728229,71.5838309687859,32.77738267677379,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00360,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Thanh Hóa,Miền Trung,Loyal,13,5,290109744.0,0.9010025062656641,0.9235517,0.07644832,80.94050041741471,60.78387244307352,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00361,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,Hà Nội,Miền Bắc,At Risk,56,2,8055557.0,0.09649122807017543,0.07422234,0.9257777,35.53586130065177,3.438339275953337,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00362,HỘ KINH DOANH MẶT TRỜI,Hà Nội,Miền Bắc,Lost,76,1,2027778.0,0.0037593984962406013,0.21812586,0.7818741,39.61811649073631,0.9136839779727127,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00363,HỘ KINH DOANH ĐẠI LỢI,Hải Phòng,Miền Bắc,Champions,2,7,447715539.0,0.9448621553884712,0.9192165,0.08078349,86.32483458750364,69.14944796048476,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00365,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRÍ ĐỨC,Hà Nội,Miền Bắc,Potential,0,6,116741636.0,0.7180451127819549,0.9554801,0.0445199,76.64534038646676,45.781426039492686,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00367,CÔNG TY CỔ PHẦN ĐÔNG NAM,Thanh Hóa,Miền Trung,At Risk,74,1,68896093.0,0.5513784461152882,0.06272873,0.93727124,39.82799554466799,15.527790125750329,High churn risk,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00368,HỘ KINH DOANH HOÀ BÌNH,Hà Nội,Miền Bắc,Champions,0,10,681925868.0,0.974937343358396,0.90466213,0.09533787,87.44897956396717,69.90020703707611,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00369,CÔNG TY TNHH VẠN LỢI,Hà Nội,Miền Bắc,Champions,0,6,146495417.0,0.7819548872180451,0.9648972,0.035102785,76.09370257431806,61.0837052508554,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00370,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Bắc Ninh,Miền Bắc,Potential,17,2,76521651.0,0.5776942355889725,0.8475736,0.15242642,74.03112113771454,35.38344035414358,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00371,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Bắc Ninh,Miền Bắc,At Risk,50,3,63901840.0,0.5175438596491229,0.9026795,0.0973205,36.896492225943376,34.55580339881876,Declining activity,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00372,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,Thanh Hóa,Miền Trung,Champions,6,8,879429808.0,0.9849624060150376,0.7831927,0.2168073,64.02197034105424,59.28881223282934,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00373,DOANH NGHIỆP TW THIÊN AN,Hưng Yên,Miền Bắc,Champions,6,6,221831417.0,0.8634085213032582,0.8669368,0.1330632,84.2284708069481,61.15220689870586,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00374,CÔNG TY CỔ PHẦN XÂY DỰNG,Hưng Yên,Miền Bắc,Loyal,25,6,362031448.0,0.9260651629072681,0.74968415,0.25031585,55.42316685768165,49.64339156624058,Monitor,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00375,CÔNG TY TNHH ĐẠI DƯƠNG,Hà Nội,Miền Bắc,Lost,74,1,10716664.0,0.10651629072681704,0.064634286,0.93536574,39.82799554466799,1.4614607267094015,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00376,CÔNG TY TNHH THƯƠNG MẠI AN PHÁT,Hà Nội,Miền Bắc,At Risk,46,2,38117024.0,0.3508771929824561,0.9203822,0.0796178,32.58861353820785,25.428323690882635,Declining activity,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00378,CỬA HÀNG XE ĐẠP VĨNH PHÁT,Hà Nội,Miền Bắc,Potential,1,6,87374251.0,0.6203007518796992,0.73577535,0.26422465,86.45057148080343,34.036987123771226,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00379,CÔNG TY TNHH MINH PHƯƠNG,Thái Nguyên,Miền Bắc,Loyal,21,6,865554182.0,0.9837092731829574,0.6574022,0.34259778,53.57603604806963,47.86454915555321,Monitor,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00381,DOANH NGHIỆP TW TÚ ANH,Ninh Bình,Miền Bắc,Potential,4,5,87558680.0,0.62531328320802,0.9083762,0.09162378,60.495815708488124,37.343646690807525,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00383,HỘ KINH DOANH VẠN LỢI,Ninh Bình,Miền Bắc,Champions,6,8,325347710.0,0.9135338345864662,0.8958115,0.1041885,73.39611654070248,63.57750585664667,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00385,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,Hải Dương,Miền Bắc,Champions,6,13,779228165.0,0.9774436090225563,0.90633017,0.09366983,78.7335424276627,68.52262217208663,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00386,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Hà Nam,Miền Bắc,Champions,0,12,852358885.0,0.9824561403508771,0.9279871,0.0720129,77.00373793321653,69.8599177133234,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00387,CÔNG TY CỔ PHẦN THANH BÌNH,Bắc Ninh,Miền Bắc,Champions,0,5,439316819.0,0.9423558897243107,0.9515405,0.04845947,65.35072771975513,66.67702353257157,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00388,CÔNG TY CỔ PHẦN MẶT TRỜI,Hà Nội,Miền Bắc,Lost,71,1,2768519.0,0.043859649122807015,0.08865603,0.911344,40.160833240069095,0.8621123780030144,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00609,DOANH NGHIỆP TW NGỌC ANH,Hưng Yên,Miền Bắc,Potential,20,3,91827748.0,0.6441102756892231,0.91944015,0.08055985,59.986818120390105,38.407487381562866,Monitor,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00389,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,Thanh Hóa,Miền Trung,Potential,20,3,89540622.0,0.6353383458646616,0.95079064,0.049209356,61.377436741811806,39.27736901057668,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00635,DOANH NGHIỆP TW ĐẠI LỢI,Thái Nguyên,Miền Bắc,Potential,4,3,90429323.0,0.6390977443609023,0.9072574,0.09274262,65.61204021586467,38.71095828565076,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00391,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,Hà Tĩnh,Miền Trung,Potential,6,2,47122674.0,0.41729323308270677,0.780124,0.21987599,78.21266539592652,27.552103605484255,Growth opportunity,"Nurturing: khuyến mãi lần mua tiếp theo, cross-sell",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00658,DOANH NGHIỆP TW VĨNH PHÁT,Nghệ An,Miền Trung,At Risk,33,2,364403087.0,0.9285714285714286,0.41726613,0.58273387,34.590570963894315,39.25230263473332,Declining activity,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00392,HỘ KINH DOANH SƠN HÀ,Hà Tĩnh,Miền Trung,Potential,6,3,96163865.0,0.6604010025062657,0.84316134,0.15683866,69.1779056183703,37.84008866561946,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00393,CÔNG TY TNHH THƯƠNG MẠI SƠN HÀ,Thanh Hóa,Miền Trung,Potential,0,3,170920516.0,0.8157894736842105,0.89961255,0.100387454,87.13541641601815,49.07161370671543,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00394,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,Thanh Hóa,Miền Trung,At Risk,71,1,71822204.0,0.5576441102756893,0.09787807,0.9021219,40.160833240069095,16.53399332879505,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00396,CÔNG TY CỔ PHẦN VIỆT ANH,Bắc Ninh,Miền Bắc,At Risk,46,2,119042822.0,0.7243107769423559,0.87429255,0.12570745,32.14301151947611,43.535543887632876,Declining activity,Decline intervention: kiểm tra nguyên nhân giảm mua,XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00397,CÔNG TY CỔ PHẦN THUỶ TIÊN,Lào Cai,Miền Bắc,Champions,6,8,222227423.0,0.8646616541353384,0.96586156,0.03413844,72.25257313760731,64.78165115209084,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00398,CÔNG TY TNHH PHÚC AN,Đà Nẵng,Miền Trung,Lost,70,1,35105550.0,0.32456140350877194,0.12667523,0.87332475,40.276802194777254,4.3977384090838285,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00399,CÔNG TY TNHH ĐẠI LỢI,Hà Nội,Miền Bắc,Lost,70,1,4611112.0,0.07581453634085213,0.15188403,0.848116,40.276802194777254,1.5428584821462537,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00400,CÔNG TY TNHH XÂY DỰNG,Đồng Nai,Miền Nam,Lost,69,1,4527778.0,0.06954887218045112,0.06632067,0.93367934,40.395377084967244,1.0490253525232343,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00406,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Hưng Yên,Miền Bắc,At Risk,68,1,82642778.0,0.6015037593984962,0.16138634,0.8386136,40.51661646855012,19.413507940194183,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00401,HỘ KINH DOANH THUỶ TIÊN,Hà Nội,Miền Bắc,Potential,11,2,38995639.0,0.35714285714285715,0.82123876,0.17876124,75.82848633413376,26.193254601031867,Growth opportunity,"Nurturing: khuyến mãi lần mua tiếp theo, cross-sell",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00403,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Thanh Hóa,Miền Trung,Champions,0,4,192613940.0,0.843358395989975,0.96511656,0.03488344,74.17655272149194,64.01370376852036,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00404,HỘ KINH DOANH PHÚ THỊNH,Thanh Hóa,Miền Trung,Champions,0,10,562369951.0,0.9636591478696742,0.97655654,0.02344346,77.27747164903967,72.0260945289827,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00405,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Thanh Hóa,Miền Trung,Champions,0,4,293579367.0,0.9035087719298246,0.9044266,0.095573425,87.34649113755161,66.19275628301857,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00407,DOANH NGHIỆP TW LONG PHÚ,Đà Nẵng,Miền Trung,Potential,20,4,114760435.0,0.7155388471177945,0.9608722,0.039127827,61.243058124110306,43.08849543901162,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00408,CÔNG TY CỔ PHẦN MINH PHƯƠNG,Thanh Hóa,Miền Trung,Champions,4,8,398277526.0,0.9398496240601504,0.97121227,0.028787732,76.1175211078627,70.1088994548646,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00409,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,Thanh Hóa,Miền Trung,At Risk,29,2,65049436.0,0.5288220551378446,0.69630986,0.30369014,70.05933605491376,33.61155140095316,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00410,CỬA HÀNG XE ĐẠP NAM TIẾN,Nghệ An,Miền Trung,Potential,10,3,168819409.0,0.8132832080200502,0.7705522,0.22944778,81.48902263072202,41.96777350321349,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00411,CỬA HÀNG XE ĐẠP MẶT TRỜI,Hà Nội,Miền Bắc,Lost,68,1,2361111.0,0.017543859649122806,0.13427481,0.86572516,40.51661646855012,0.7551418726096343,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00412,CÔNG TY TNHH TRÍ ĐỨC,Hưng Yên,Miền Bắc,Lost,67,1,6805556.0,0.08771929824561403,0.15188403,0.848116,40.6405802192903,1.6898561824308753,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00413,CÔNG TY CỔ PHẦN CHI THÀNH,Hải Phòng,Miền Bắc,Lost,67,1,29907408.0,0.2719298245614035,0.108644366,0.89135563,40.6405802192903,3.6241520238601646,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00414,HỘ KINH DOANH ĐẠI LỢI,Hà Nội,Miền Bắc,Champions,4,10,328657864.0,0.9172932330827067,0.9720639,0.027936101,74.3261181487701,68.50657360062098,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00543,CÔNG TY CỔ PHẦN SƠN HÀ,Hà Nội,Miền Bắc,Champions,6,7,160932822.0,0.8045112781954887,0.7789774,0.2210226,77.8469042367361,52.135281272979064,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00416,DOANH NGHIỆP TW HOÀ BÌNH,Quảng Ninh,Miền Bắc,Lost,67,1,32353328.0,0.2869674185463659,0.11679372,0.88320625,40.6405802192903,3.861593888194463,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00417,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,Quảng Ninh,Miền Bắc,Potential,20,3,114512568.0,0.7142857142857143,0.94735104,0.05264896,59.29465908797778,42.22091394768349,Monitor,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00418,CÔNG TY CỔ PHẦN PHÚ THỊNH,Hà Nội,Miền Bắc,Lost,67,1,7361112.0,0.09022556390977443,0.07194276,0.92805725,40.6405802192903,1.308254142043268,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00419,DOANH NGHIỆP TW ĐẠI DƯƠNG,Hà Nội,Miền Bắc,Loyal,18,4,225759574.0,0.8671679197994987,0.9706153,0.029384673,65.44145482192539,58.520967417158396,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00420,CÔNG TY CỔ PHẦN QUANG VINH,Đà Nẵng,Miền Trung,Loyal,12,7,226221063.0,0.8709273182957393,0.9690887,0.030911326,67.42446584816427,59.05855155084813,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00421,DOANH NGHIỆP TW YÊN BÌNH,Hòa Bình,Miền Bắc,At Risk,67,1,75644986.0,0.575187969924812,0.07671237,0.92328763,40.6405802192903,16.37086202409562,High churn risk,"Retention call: liên hệ kiểm tra nhu cầu, đề xuất ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00422,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,Miền Bắc,Lost,67,1,15861474.0,0.13784461152882205,0.056647774,0.9433522,40.6405802192903,1.756714101904007,High churn risk,"Low-cost nurture: giữ liên hệ chi phí thấp, không ưu tiên sales trực tiếp",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00425,CỬA HÀNG XE ĐẠP MINH PHƯƠNG,Thanh Hóa,Miền Trung,At Risk,54,2,121008860.0,0.7268170426065163,0.12503418,0.8749658,30.72985570675267,24.331201108704764,Win-back priority,"Urgent win-back: gọi trực tiếp, ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00426,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,Thái Nguyên,Miền Bắc,Champions,4,8,485650652.0,0.9486215538847118,0.9822114,0.017788589,70.4093513075206,69.91843857629837,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00427,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Hà Nội,Miền Bắc,At Risk,66,1,110648148.0,0.7042606516290727,0.027049161,0.9729508,40.76732955637407,18.339822828327932,Win-back priority,"Urgent win-back: gọi trực tiếp, ưu đãi giữ chân",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00428,CỬA HÀNG XE ĐẠP NAM TIẾN,Quảng Ninh,Miền Bắc,Potential,17,3,225404103.0,0.8659147869674185,0.9448845,0.05511552,67.98865049600701,50.201522468177075,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00429,CỬA HÀNG XE ĐẠP XUÂN MAI,Quảng Ninh,Miền Bắc,At Risk,26,2,79837382.0,0.5889724310776943,0.81452984,0.18547016,70.79943212450532,41.085809656982136,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00431,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,Hà Nội,Miền Bắc,Potential,24,2,48547582.0,0.4298245614035088,0.8047556,0.19524437,71.29115491698137,27.883304203444474,Growth opportunity,"Nurturing: khuyến mãi lần mua tiếp theo, cross-sell",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00432,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,Hà Nội,Miền Bắc,Potential,6,3,91132845.0,0.6428571428571429,0.9295501,0.07044989,70.00819870628129,40.381189360008605,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00433,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Hà Nội,Miền Bắc,Potential,6,3,75543041.0,0.5726817042606517,0.7523824,0.2476176,83.2126656426345,32.74414356855796,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00434,HỘ KINH DOANH TRƯỜNG THỊNH,Hà Nội,Miền Bắc,Champions,4,5,145770880.0,0.7807017543859649,0.9190569,0.08094311,78.64928655786119,59.02096841808137,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00435,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,Champions,4,7,140585893.0,0.7694235588972431,0.90009654,0.099903464,76.68027112715201,56.99539479864123,Growth opportunity,"Protect & upsell: chăm sóc VIP, gợi ý nhóm sản phẩm bổ sung",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00436,CÔNG TY TNHH XÂY DỰNG,Hưng Yên,Miền Bắc,Potential,0,4,122080615.0,0.731829573934837,0.91909224,0.08090776,74.47236694810809,44.48627261702553,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
KH-00437,DOANH NGHIỆP TW HÙNG CƯỜNG,Hưng Yên,Miền Bắc,Potential,4,5,73914149.0,0.5664160401002506,0.8871902,0.11280978,70.99316053966643,35.85894257883766,Growth opportunity,"Restock reminder: nhắc đặt hàng, đề xuất SKU bán chạy",XGBoost,2026-03-31,2026-05-28 15:49:22
